cycle  INDEX  OPCODE          WIDTH  SDC  SYMPTOM  TRUE  
807    511    phi             1      0    1        0     
808    512    zext            32     0    1        31    
809    513    trunc           8      0    1        7     
810    918    call            8      0    1        7     
811    919    icmp            1      0    1        0     
812    925    load            32     1    31       0     
813    926    sext            64     1    63       0     
814    927    load            64     1    63       0     
815    928    getelementptr   64     1    63       0     
816    929    load            8      0    8        0     
817    930    sext            32     0    32       0     
818    932    load            64     0    57       7     
819    933    load            32     0    18       14    
820    934    sext            64     0    50       14    
821    935    load            64     0    48       16    
822    936    getelementptr   64     0    47       17    
823    937    load            8      0    0        8     
824    938    sext            32     0    0        32    
825    939    load            32     0    18       14    
826    940    add             32     0    19       13    
827    941    sext            64     0    51       13    
828    942    load            64     0    48       16    
829    943    getelementptr   64     0    50       14    
830    944    load            8      0    0        8     
831    945    sext            32     0    0        32    
832    946    icmp            1      1    0        0     
833    1033   load            8      1    0        7     
834    1034   sext            32     1    0        31    
835    1035   icmp            1      1    0        0     
836    1048   load            8      8    0        0     
837    1208   call            8      8    0        0     
838    1210   load            8      8    0        0     
839    1211   icmp            1      1    0        0     
840    1116   load            8      0    0        8     
841    1117   icmp            1      0    0        1     
842    1127   phi             1      0    0        1     
843    1225   load            32     17   15       0     
844    1313   call            32     18   14       0     
845    1315   load            32     0    0        32    
846    1316   icmp            1      0    0        1     
847    1330   load            32     32   0        0     
