cycle  INDEX  OPCODE          WIDTH  SDC  SYMPTOM  TRUE  
526    32     sext            64     11   51       2     
527    33     getelementptr   64     16   48       0     
528    34     load            32     32   0        0     
529    35     load            32     12   20       0     
530    36     sub             32     12   20       0     
531    37     sext            64     11   51       2     
532    38     getelementptr   64     16   48       0     
533    39     load            32     32   0        0     
534    40     add             32     32   0        0     
535    41     load            32     11   21       0     
536    42     sext            64     11   51       2     
537    43     getelementptr   64     14   50       0     
538    45     load            32     12   20       0     
539    46     sext            64     12   50       2     
540    47     getelementptr   64     14   50       0     
541    48     load            32     32   0        0     
542    49     call            32     0    0        32    
543    51     load            32     31   1        0     
544    52     add             32     31   1        0     
545    26     load            32     26   0        6     
546    27     load            32     3    0        29    
547    28     icmp            1      1    0        0     
548    30     load            32     12   20       0     
549    31     sub             32     12   20       0     
550    32     sext            64     12   50       2     
551    33     getelementptr   64     14   50       0     
552    34     load            32     32   0        0     
553    35     load            32     11   21       0     
554    36     sub             32     12   20       0     
555    37     sext            64     11   51       2     
556    38     getelementptr   64     15   49       0     
557    39     load            32     32   0        0     
558    40     add             32     32   0        0     
559    41     load            32     11   21       0     
560    42     sext            64     11   51       2     
561    43     getelementptr   64     15   49       0     
562    45     load            32     11   21       0     
563    46     sext            64     12   50       2     
564    47     getelementptr   64     16   48       0     
565    48     load            32     32   0        0     
566    49     call            32     0    0        32    
567    51     load            32     31   1        0     
568    52     add             32     31   1        0     
569    26     load            32     26   0        6     
570    27     load            32     3    0        29    
571    28     icmp            1      1    0        0     
572    30     load            32     11   21       0     
573    31     sub             32     12   20       0     
574    32     sext            64     12   50       2     
575    33     getelementptr   64     15   49       0     
576    34     load            32     32   0        0     
577    35     load            32     11   21       0     
578    36     sub             32     12   20       0     
579    37     sext            64     11   51       2     
580    38     getelementptr   64     18   46       0     
581    39     load            32     32   0        0     
582    40     add             32     32   0        0     
583    41     load            32     11   21       0     
584    42     sext            64     11   51       2     
585    43     getelementptr   64     15   49       0     
586    45     load            32     12   20       0     
587    46     sext            64     12   50       2     
588    47     getelementptr   64     17   47       0     
589    48     load            32     32   0        0     
590    49     call            32     0    0        32    
591    51     load            32     31   1        0     
592    52     add             32     31   1        0     
593    26     load            32     27   0        5     
594    27     load            32     4    0        28    
595    28     icmp            1      1    0        0     
596    30     load            32     12   20       0     
597    31     sub             32     12   20       0     
598    32     sext            64     12   50       2     
599    33     getelementptr   64     16   48       0     
600    34     load            32     32   0        0     
601    35     load            32     11   21       0     
602    36     sub             32     13   19       0     
603    37     sext            64     12   50       2     
604    38     getelementptr   64     17   47       0     
605    39     load            32     32   0        0     
606    40     add             32     32   0        0     
607    41     load            32     12   20       0     
608    42     sext            64     11   51       2     
609    43     getelementptr   64     15   49       0     
610    45     load            32     12   20       0     
611    46     sext            64     12   50       2     
612    47     getelementptr   64     17   47       0     
613    48     load            32     32   0        0     
614    49     call            32     0    0        32    
615    51     load            32     31   1        0     
616    52     add             32     31   1        0     
617    26     load            32     27   0        5     
618    27     load            32     4    0        28    
619    28     icmp            1      1    0        0     
620    30     load            32     12   20       0     
621    31     sub             32     11   21       0     
622    32     sext            64     12   50       2     
623    33     getelementptr   64     15   49       0     
624    34     load            32     32   0        0     
625    35     load            32     12   20       0     
626    36     sub             32     12   20       0     
627    37     sext            64     11   51       2     
628    38     getelementptr   64     17   47       0     
629    39     load            32     32   0        0     
630    40     add             32     32   0        0     
631    41     load            32     11   21       0     
632    42     sext            64     11   51       2     
633    43     getelementptr   64     16   48       0     
634    45     load            32     12   20       0     
635    46     sext            64     12   50       2     
636    47     getelementptr   64     14   50       0     
637    48     load            32     32   0        0     
638    49     call            32     0    0        32    
639    51     load            32     31   1        0     
640    52     add             32     31   1        0     
641    26     load            32     27   0        5     
642    27     load            32     5    0        27    
643    28     icmp            1      1    0        0     
644    30     load            32     11   21       0     
645    31     sub             32     11   21       0     
646    32     sext            64     12   50       2     
647    33     getelementptr   64     15   49       0     
648    34     load            32     32   0        0     
649    35     load            32     11   21       0     
650    36     sub             32     12   20       0     
651    37     sext            64     11   51       2     
652    38     getelementptr   64     14   50       0     
653    39     load            32     32   0        0     
654    40     add             32     32   0        0     
655    41     load            32     11   21       0     
656    42     sext            64     12   50       2     
657    43     getelementptr   64     14   50       0     
658    45     load            32     11   21       0     
659    46     sext            64     12   50       2     
660    47     getelementptr   64     14   50       0     
661    48     load            32     32   0        0     
662    49     call            32     0    0        32    
663    51     load            32     31   1        0     
664    52     add             32     31   1        0     
665    26     load            32     27   0        5     
666    27     load            32     5    0        27    
667    28     icmp            1      1    0        0     
668    30     load            32     13   19       0     
669    31     sub             32     12   20       0     
670    32     sext            64     12   50       2     
671    33     getelementptr   64     17   47       0     
672    34     load            32     32   0        0     
673    35     load            32     11   21       0     
674    36     sub             32     12   20       0     
675    37     sext            64     12   50       2     
676    38     getelementptr   64     16   48       0     
677    39     load            32     32   0        0     
678    40     add             32     32   0        0     
679    41     load            32     11   21       0     
